translation,Region,Province,Comune
ma vosta nona no ve fala la polenta dute le stemane?,Veneto,Belluno,Val di Zoldo
Ma vosa nona no la fa pi la polenta tute le stamane?,Veneto,Belluno,Voltago Agordino
Mo vostra nonna non vi fa la polenta tutte le settimane?,Veneto,Padova,Abano Terme
Ma vostra nonna non ve fa ea polenta tutte le settimane,Veneto,Padova,Abano Terme
Vostra nona non ghe fa ea poenta tode e sedamane?,Veneto,Padova,Abano Terme
Ma vostra nonna no ve a fa ea poenta tutte e setimane?,Veneto,Padova,Abano Terme
Ma to' Nona non te fa la poenta ogne settima',Veneto,Padova,Albignasego
Ma vostra nona non ve fa ea poenta tute le setimane,Veneto,Padova,Albignasego
ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Padova,Albignasego
to nona no tea fa ea poenta tute e setimane?,Veneto,Padova,Albignasego
Ma vostra nona no vea fa ea polenta tutte ee setimane?,Veneto,Padova,Arquà Petrarca
To nona non te fà ea poenta tute ee settimane?,Veneto,Padova,Arquà Petrarca
/,Veneto,Padova,Baone
Ma vostra nona no ve fa a  poenta tute e setimane? ,Veneto,Padova,Baone
ma 'ostra nona ve fa(l)a miga (l)a po(l)enta tutte (l)e settimane?,Veneto,Padova,Borgo Veneto
Ma to nona no te fa a poenta ogni settimana?,Veneto,Padova,Borgoricco
Vostra nona no ła cuxina ła połenta tute łe setimane?,Veneto,Padova,Bovolenta
ma vostra nona no ve fa mia ea poenta tute e setimane?,Veneto,Padova,Brugine
Ma nona non ve fa pi ea poenta ogni settimana ,Veneto,Padova,Cadoneghe
Vostra nonna Ve a fa a poenta tutte e settimane?,Veneto,Padova,Cadoneghe
Ma vostra nona no ve a fa a poenta tutte e settimane?,Veneto,Padova,Campo San Martino
Ma vostra nona non ve fa mia ea poenta tute e stimane? ,Veneto,Padova,Campo San Martino
Ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Padova,Campodarsego
ma vostra nona non ve fa a poenta tute e setimane,Veneto,Padova,Campodarsego
Ma vo nona no ve a fa a polenta tute e stimane?,Veneto,Padova,Campodarsego
Ma to nona no ve fa ea poenta tute ee setimane?,Veneto,Padova,Campodarsego
Ma vostra nona non Ve fà a polenta ogni settimana ,Veneto,Padova,Campodarsego
Ma vostra non ne va fa mia a poenta tute e setimane?,Veneto,Padova,Campodoro
Ma to nona non ve fa a poenta tutte e stimane,Veneto,Padova,Carmignano di Brenta
Ma to nona no ve fasea mia la poenta tutte le stimane?,Veneto,Padova,Casale di Scodosia
Ma vostra nona non ve fa ea poenta tute e stimane?,Veneto,Padova,Cervarese Santa Croce
ma vostra nona no vea fa ea poenta tute e setimane,Veneto,Padova,Cervarese Santa Croce
Ma vostra nona noea ve fa ea poenta tute e setimane?,Veneto,Padova,Cervarese Santa Croce
Ma ea nona de voi altri noa ve fala mia ea poenta tute e settimane?,Veneto,Padova,Cinto Euganeo
ma vostra nona no vea fa a poenta tutte e setimane?,Veneto,Padova,Cittadella
Ma vostra nonna non ve a fa ea poenta tutte e settimane?,Veneto,Padova,Codevigo
Ma to Nona mo te fa mia ea poenta tutte e semane ,Veneto,Padova,Codevigo
Ma ea vostra  nona no ve parecia miga ea poenta tutte e setimane ?,Veneto,Padova,Codevigo
ma vostra nona no ve fa ea poenta tutte e semane,Veneto,Padova,Correzzola
Vostra nona non ve parecia a poenta tuti i dì?,Veneto,Padova,Curtarolo
ma vostra nonna no ve fa miga ea połenta tutte e setimane? ,Veneto,Padova,Due Carrare
Vostra nona no ghe fà ea poenta tute e setimane?,Veneto,Padova,Este
Ma ea vostra nona no ve fa ea poenta,Veneto,Padova,Este
Vostra nona faea ea poenta ogni setimana?,Veneto,Padova,Este
Ma vostra nona no ve fa ea polenta tute e settimane?,Veneto,Padova,Este
Vostra nona no la ve fa mia ea poenta tute e stimane?,Veneto,Padova,Este
Ma vostra nona no la ve fa ea poenta tute e stimane,Veneto,Padova,Este
Ma to nona no ve fa ea polenta tute e settimane?,Veneto,Padova,Este
Ma vostra nona no ve a fa mia a poenta ogni settimana?,Veneto,Padova,Galzignano Terme
Ma vostra nona no a ve fa a poenta tute e setimane? ,Veneto,Padova,Grantorto
Ma vostra nona non ve fa ea poenta tutte le settimane?,Veneto,Padova,Limena
ma vostra nona no a ve fa a poenta tute e stimane?,Veneto,Padova,Loreggia
ma vostra nona no vea fa ea poenta tute e settimane? ,Veneto,Padova,Maserà di Padova
Ma vostra nona no la ve fa la polenta tutte le stimane? ,Veneto,Padova,Masi
Ma vostra nona non vea faa połenta tute le stimane,Veneto,Padova,Masi
Ma vostra nonna no ve fa ea poenta tute e semane ,Veneto,Padova,Mestrino
Ma ti nona non cusina poenta ogni setemana,Veneto,Padova,Mestrino
Ma to nona non te cusina a poenta tutte e setemane?,Veneto,Padova,Mestrino
ma to nona non ve fa a poenta ogni setemana,Veneto,Padova,Mestrino
ma vostra nona no vea fa la poeta tutte le stimane?,Veneto,Padova,Montagnana
Ma vostra nona no vea fa ea poenta tute e settimane?,Veneto,Padova,Montegrotto Terme
To nona non ve fa ła poenta tute e setane?,Veneto,Padova,Noventa Padovana
Ma vstra nona non ve fa ea poenta tute e semane?,Veneto,Padova,Noventa Padovana
"Dopo 20 anni in Brianza e 17 a Padova non so più cosa sia il mio dialetto, ma ok ""ma vostra nona no vea fa ea poenta tutte e seimane""",Veneto,Padova,Padova
Ma vustra nona no ve fá a poenta tute e semane?,Veneto,Padova,Padova
Ma vostra nona non v'è fa a poenta tutte e settimane?,Veneto,Padova,Padova
Ea vostra nona no ve fa ea poenta tutte ee setimane?,Veneto,Padova,Padova
Ma vostra nona nó vé ła fała mìa ła połenta tute łe setimane?,Veneto,Padova,Padova
Ma to nona no te fa ea poenta tute e setimane?,Veneto,Padova,Padova
To nona non te cusina ea poenta? ,Veneto,Padova,Padova
"Ma vostra nona, no ve fa ea polenta tute e semane",Veneto,Padova,Padova
Ma to nona no te fa a poenta tute e sere?,Veneto,Padova,Padova
Ła vostra nona no ła fała ła połenta tute łe setemane?,Veneto,Padova,Padova
ma a voglialtri a nona ve fa a poenta ogni settimana?,Veneto,Padova,Padova
To nona nun vea cusina a poenta tutte e semane,Veneto,Padova,Padova
Dio cane Dio porco dio scroto madonna puttana...,Veneto,Padova,Padova
ma to nona no te fa a poenta tute e setimane?,Veneto,Padova,Padova
Ma vostra nona no vea fa a poenta tute e setimane?,Veneto,Padova,Padova
Ma vostra nona no Ve fa ea poenta tutte e semane?,Veneto,Padova,Padova
Toso ma to nona tea fa ea polenta tutte e seteman,Veneto,Padova,Padova
La vecia de voialtri non ve fa a polenta tute e settimane?,Veneto,Padova,Padova
Ma vostra nona nun fa a polenta tuta semana,Veneto,Padova,Padova
Ma vostra nona no vea fa ea poenta tute ee setimane?,Veneto,Padova,Padova
Ma vostra nona non vee fa ea poenta tutte e settimane,Veneto,Padova,Padova
ma vostra nona no ve fa a poenta tute e setimane dio can?,Veneto,Padova,Padova
Ma tò nona te faea ea poenta tute e setimane?,Veneto,Padova,Padova
ma ea vostra nonna non ve fa ea poenta tutte e settimane ?,Veneto,Padova,Padova
Ma la none no ve fa a poenta tutte le settimane?,Veneto,Padova,Padova
Ma vostra nona no ve fa mia ea poenta tute e setimane?,Veneto,Padova,Padova
Ma la vuostra nona no la fa polenta duthe le semane?,Veneto,Padova,Padova
Ma la vostra nona no ve la fala mia la polenta tute le setemane?,Veneto,Padova,Padova
Ma la vostra nona no ve fa la polenta tute le setimane?,Veneto,Padova,Padova
Ma vostra nona vé fała miga ła połenta tute łe setimane?,Veneto,Padova,Padova
Ma to Nina no tea cusina miga ea poenta tute ee settimane?,Veneto,Padova,Padova
ma vostra nonna no ve fa ea poenta tutte e settimane?,Veneto,Padova,Padova
Ma vostra nona non ve fa a poenta tutte e settimane ,Veneto,Padova,Padova
Ma vustra nunna non ve fa a polenta tutte e settiman,Veneto,Padova,Padova
ma vostra nonna non ghea fa là polenta tutte le settimane? (non lo so),Veneto,Padova,Padova
ma vostra nona no vea fa ea poenta tute e setimane?,Veneto,Padova,Padova
Ma a vostra nona non,Veneto,Padova,Padova
Ma vostra nona no ve fa a poenta tute le semane?,Veneto,Padova,Padova
Ma tu nonna te fa ancoura a poenta tutte le semane,Veneto,Padova,Padova
Ma vostra nona no ea ve fa ea poente tute e settimane?,Veneto,Padova,Padova
Ma vostra nona no ve a fa a poenta tute e semane? ,Veneto,Padova,Piazzola sul Brenta
ma to nona no ve a fa a poenta tutte e setimane?,Veneto,Padova,Piazzola sul Brenta
Ma vostra nonna no a fa mia a poenta tutte e stimane? ,Veneto,Padova,Piazzola sul Brenta
"ma vostra nonna no a ve fa a poenta tutte e settimane, porco sio",Veneto,Padova,Piombino Dese
Ma to nona no tea faceva ea poenta tutte e settimane,Veneto,Padova,Piove di Sacco
Ma vostra nona no ve fa ea poenta tute e semane?,Veneto,Padova,Piove di Sacco
ma vostra nonna ve ea fa ea poenta tutte e settimane?,Veneto,Padova,Piove di Sacco
Ma vostra nona vea fala mia la polenta ogni stimana?,Veneto,Padova,Ponso
Ma vostra nona non vea fa a poenta tutte e settimane?,Veneto,Padova,Ponte San Nicolò
Ma vostra nona non ve fa a poenta tutte e stimane? ,Veneto,Padova,Rovolon
Ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Padova,Rovolon
Ma to Nona la te fa mia la poenta tute e setimane,Veneto,Padova,Rubano
ma a nona vostra faea a poenta tute e settimane? ,Veneto,Padova,Rubano
Vostra nona non ve fa a poenta tutte e settimane?,Veneto,Padova,San Giorgio in Bosco
Ma vostra Nona no ve fa a poenta tutte e setimane?,Veneto,Padova,San Martino di Lupari
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Padova,San Martino di Lupari
Ma vostra nona non ve fa ła połenta tute e setimane?,Veneto,Padova,San Martino di Lupari
Ma vostra nona non ti ga mai fatto a poenta tute lè setimane,Veneto,Padova,San Martino di Lupari
ma vostra nonna non ve fa mia la poenta tutte e semane,Veneto,Padova,San Martino di Lupari
Ma vostra nona no ve a fa ea poenta ogni semana?,Veneto,Padova,San Pietro Viminario
Ma vostra nòna non ve fà ła połenta tute łe setimane?,Veneto,Padova,San Pietro in Gu
Ma vostra nona no vea fa ea poenta tute e settimane?,Veneto,Padova,Saonara
Ma ea to nona non ve fa ea poenta tutte le settimane? ,Veneto,Padova,Saonara
Ma vostra nona non ve fa ea polenta tute le settimane ,Veneto,Padova,Solesino
Ma to nona non ve fa ea poenta tutte le settimane ,Veneto,Padova,Solesino
Ma vòstra nòna no ve fała ła połénta tute łe semane?,Veneto,Padova,Teolo
Ma vostra nona no ve fała ła połenta tute łe semane?,Veneto,Padova,Teolo
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Padova,Trebaseleghe
ma vostra nona no ve fa miga mai a puenta tute e setimane?,Veneto,Padova,Trebaseleghe
Ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Padova,Trebaseleghe
ma vostra nona no ve fa a poenta tutte e sema e ,Veneto,Padova,Trebaseleghe
Ma vostra  nona non ve fala la polenta ogni stimana?,Veneto,Padova,Urbana
Ma vostra nona non ve fa ea polenta tutte e settimane? ,Veneto,Padova,Vigonza
Ma vostra nona no ve fá mia ea poenta tutte e setimane?,Veneto,Padova,Vigonza
Ma vostra nona no a ve fa mia ea poenta tute e setimane?,Veneto,Padova,Vigonza
Ma vostra nona no ve fa a połenta tute e setimane?,Veneto,Padova,Villa del Conte
Ma to nona no te fa ea poenta tutte e stimane?,Veneto,Rovigo,Adria
Ma vostra nona non v'la fa 'a poenta tute le stimane?,Veneto,Rovigo,Adria
Vostra nonna non ve fa mia ea polenta ogni stimana?,Veneto,Rovigo,Adria
Ma to nona 'nte la fala mia a poenta tute le 'stimane?,Veneto,Rovigo,Badia Polesine
Ma to nona non te fa ea poenta tutti i dì? ,Veneto,Rovigo,Badia Polesine
Ma al vostar nunon v'la fała brisa la pulenta tute le smane? ,Veneto,Rovigo,Canaro
Ma vostra nona non ve fa ea polenta tute ee stimane?,Veneto,Rovigo,Lendinara
Ma vostra nonna ve fa ła mìa ła połenta tutte e setimane? ,Veneto,Rovigo,Lendinara
Ma vostra nonna non v'è fa eacpoenta tutte e settimane?,Veneto,Rovigo,Lendinara
ma vostra nonna non ve fa la poenta tutte e stimane?,Veneto,Rovigo,Lendinara
Ma vostra nona nav fala mia la pulenta tute le smane?,Veneto,Rovigo,Melara
Ma vostra nona fala brisa la pulenta tut il sman,Veneto,Rovigo,Occhiobello
'N va la fa brisa la polenta tute le smane?,Veneto,Rovigo,Occhiobello
ma vostra nona non v'là fà la polente tutte el smane ,Veneto,Rovigo,Porto Tolle
Ma to nona la fa Mina la polenta tute el smane? ,Veneto,Rovigo,Porto Tolle
Ma vostrana nona l'av fala mina la polenta tut le stimane? ,Veneto,Rovigo,Porto Viro
Ma vostra nonna non c'è fa pí ea polenta tutte e stimane?,Veneto,Rovigo,Rovigo
Ma vostra nona ve'a faa eá polenta tutte le stimane?,Veneto,Rovigo,Rovigo
Ma vostra nona vea fa mia ea poenta tute e stimane? ,Veneto,Rovigo,Rovigo
Ma ea vostra nona non vea fa a polenta tute e setimane? ,Veneto,Rovigo,Rovigo
Ma vustra nona non ve a fè a poenta tute stimane?,Veneto,Rovigo,Rovigo
ma to nona non te fa a poenta tutte é setimane,Veneto,Rovigo,Rovigo
Ma vostra nona non ve fa la poenta tute e stimane?,Veneto,Rovigo,Rovigo
? ,Veneto,Rovigo,Rovigo
Ma vostra nona no vea fa ea poenta tute e setimane ,Veneto,Rovigo,Rovigo
Ma to nona non ve fa ea poenta tutte le settimane,Veneto,Rovigo,San Martino di Venezze
Ma ea vostra nona no ea ve fa ea poenta tute e stimane?,Veneto,Rovigo,San Martino di Venezze
Ma vostra nona non ve prepara mina la poenta tutte le settimane?,Veneto,Rovigo,Villadose
Ma vostra nona non ve a fa ea poenta tute e settimane,Veneto,Rovigo,Villadose
Vostra nonna vé fa ea polenta tutte le stimane?,Veneto,Rovigo,Villanova del Ghebbo
Ma vostra nona no ve fa a poenta tute e stimane?,Veneto,Treviso,Altivole
Ma vostra nona no ve a fá a poenta tute e setimane ,Veneto,Treviso,Altivole
Ma to Nona non ve fa a poenta tute le setimane?,Veneto,Treviso,Altivole
Ma vostra nona no ve a fa a połenta tutte e settimane?,Veneto,Treviso,Altivole
ma vostra nona no ve fa a poenta tutte e setimane?,Veneto,Treviso,Arcade
Ma vosta nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Arcade
Ma vostra nona no ve fała mìa ła połenta tute łe stimane?,Veneto,Treviso,Asolo
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Breda di Piave
Ma vostra nona no ve fa a poenta ogni setimana? ,Veneto,Treviso,Caerano di San Marco
ma vostra nona no ve fa a poenta tute e setimane ,Veneto,Treviso,Caerano di San Marco
Ma ti nona no ve fa a polenta tute e setimane?,Veneto,Treviso,Caerano di San Marco
Ti nonna te fa la polenta tota la setemana?,Veneto,Treviso,Cappella Maggiore
Vostra nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Carbonera
Ma vostra nona te ve fa a poenta tute e setimane?,Veneto,Treviso,Carbonera
Ma vostra nonna non ve fa aea poenta tutte e setimane ,Veneto,Treviso,Casale sul Sile
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Casale sul Sile
Ma a nona mi ve fa a voaltri a poenta tute e setimane ,Veneto,Treviso,Casale sul Sile
Ma vostra nona non ve fa ea poenta tutte e setimane,Veneto,Treviso,Casale sul Sile
/,Veneto,Treviso,Casale sul Sile
Ma vostra nona non ve fa a poenta tuti i di?,Veneto,Treviso,Casale sul Sile
Ma vostra nona no ve fa la polenta tute le settimane?,Veneto,Treviso,Casier
Ma a vostra nonna non v'è fa a polente tutte e settimane,Veneto,Treviso,Casier
Ma vostra nona no ve fa a puenta tute e setimane?,Veneto,Treviso,Casier
Ma vostra nona no ve fa a poenta ogni setimana,Veneto,Treviso,Castelfranco Veneto
Ma vostra nona no ve fa a poenta tutti i dì?,Veneto,Treviso,Castelfranco Veneto
Ma vostra nona no ve ła fa ła połenta tute łe stimane?,Veneto,Treviso,Castelfranco Veneto
Ma vostra nona no a ve fa mia a poenta tute e setimane?,Veneto,Treviso,Castelfranco Veneto
Vostra nona no a te fa a poenta tutta a settimana?,Veneto,Treviso,Castelfranco Veneto
To nona no te fa a poenta tutte e settimane?,Veneto,Treviso,Castelfranco Veneto
ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Castelfranco Veneto
Ma vostra non no vea fa a poenta tute e setimane?,Veneto,Treviso,Castelfranco Veneto
Ma vostra nona no a ve fa mia a poenta tute e setimane?,Veneto,Treviso,Castello di Godego
ma vostra nona non ghe a fa a polenta tutte le settimane?,Veneto,Treviso,Castello di Godego
Ma to nona no te fa a poenta tuti i di?,Veneto,Treviso,Castello di Godego
Vostra nona no ve a fa a poenta tute e setimane?,Veneto,Treviso,Cavaso del Tomba
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Cimadolmo
Ma vostra nona ve faea a poenta tute e setimane?,Veneto,Treviso,Cimadolmo
Ma vostra nona no ve ghe fa ła połenta tute łe setimane?,Veneto,Treviso,Codognè
Ma vostra nona no ve fa a poenta tute e i fin setimana?,Veneto,Treviso,Codognè
Ma vostra nona no la ve fa la poetnta tute le setimane,Veneto,Treviso,Colle Umberto
Ma to nona no la ve fa poenta tute le settimane/le domeniche?,Veneto,Treviso,Colle Umberto
Ma vostra nona no la ve fa la poenta tute e setimane?,Veneto,Treviso,Conegliano
Ma vostra nona no ve fa la polenta tute le stimane?,Veneto,Treviso,Conegliano
ma vostra nona no ve fa a poenta tutte e setimane ,Veneto,Treviso,Conegliano
ma vostrea noea non ve fa la poentea tutt le settiman ,Veneto,Treviso,Conegliano
Vostra nona ve fala la polenta tute e setimane? ,Veneto,Treviso,Cordignano
Ma a vostra nona ve la fało a połenta tute łe setimane? ,Veneto,Treviso,Cordignano
Ma vostra nona non ve fa a poenta tute e setimane?,Veneto,Treviso,Cornuda
Ma to nona non ve fala a polenta tutte e settine,Veneto,Treviso,Crocetta del Montello
Ma a vostra nona no la ve fa la poenta tute e setimane?,Veneto,Treviso,Farra di Soligo
Ma vostra nona nó ła ve ła fa ła połenta fà tute łe stimane? ,Veneto,Treviso,Follina
Ma vostra nona no la ve la fa la poenta tute 'e setimane?,Veneto,Treviso,Follina
Ma vostra nona no a ve fa a poenta tutte e setimane?,Veneto,Treviso,Fontanelle
Ma vostra nona no a ve fa a poenta tute e semane? ,Veneto,Treviso,Fontanelle
Ma vostra nona no ve a fa a poenta tute e stimane?,Veneto,Treviso,Fonte
Ma vostra nona non ghe la fa tute le settiman a polenta ,Veneto,Treviso,Gaiarine
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Giavera del Montello
Ma ła vostra nòna no la ve fà la polenta tute e setimane?,Veneto,Treviso,Godega di Sant'Urbano
ma vostra nona no a ve fa a poenta tute e settimane?,Veneto,Treviso,Gorgo al Monticano
"Ma vostra nona ,non ve fa a poenta ogni setemana ",Veneto,Treviso,Istrana
Ma to nona no a ve fa a poenta tutti i di,Veneto,Treviso,Istrana
Ma to nona non ve a fa a poenta tutte e settimane?,Veneto,Treviso,Loria
Ma vostra nona no ve fa a poenta tutte le setimane,Veneto,Treviso,Mareno di Piave
Ma vostra nona no a Ve fa a poenta tute e setimane ?,Veneto,Treviso,Maserada sul Piave
Ma vostra nona non ve a fa la poenta ogni settimana?,Veneto,Treviso,Maserada sul Piave
Ma vostra nona no Ve fa la poenta tute le setimane,Veneto,Treviso,Miane
Ma vostra nona non ve fà ea poenta ogni sermona ?,Veneto,Treviso,Mogliano Veneto
Ma vostra nona a ve fa a poénta tutte e settimane?,Veneto,Treviso,Mogliano Veneto
ma vostra nona no ve fa a poenta tutte e settimane?,Veneto,Treviso,Mogliano Veneto
Ma a nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Mogliano Veneto
Ma to nona non vea fa a poenta tutte e settimane,Veneto,Treviso,Mogliano Veneto
vostra nona no ve fa a poenta tuti i dì,Veneto,Treviso,Mogliano Veneto
Ma vostra nona non ve fa ea poenta tute e setimane?,Veneto,Treviso,Mogliano Veneto
Ma e vostre none no ve fa a poenta tutte e settimane?,Veneto,Treviso,Monastier di Treviso
Ma vostra nona no a vea fa a poenta tute e setimane?,Veneto,Treviso,Monastier di Treviso
Ma vostra nona no Ve fa a polenta tutte e settimane?,Veneto,Treviso,Monastier di Treviso
Ma to nona no ve fa a poenta tute e setimane,Veneto,Treviso,Monastier di Treviso
Vostra nona non ve fa 'a poenta tute e semane?,Veneto,Treviso,Monastier di Treviso
Ma vostra nona no ve fa a polenta tute e setimane ,Veneto,Treviso,Montebelluna
Ma vostra nona no a ve fa mia poenta tute e settimane?,Veneto,Treviso,Montebelluna
ma ve nona non ve faea a poenta ogni setimana?,Veneto,Treviso,Montebelluna
Cioh to nona no ve a fa a poenta tute e setimane,Veneto,Treviso,Montebelluna
Ma vostra nona no Ve fa' a poenta tute e setimane?,Veneto,Treviso,Montebelluna
Ma vostra nona no ve a fa a poenta tute e setimane? ,Veneto,Treviso,Montebelluna
ma to nona no a ve fa a poenta tute e setimane ,Veneto,Treviso,Montebelluna
Ma vostra nonna non vi fa la polenta tutte le settimane?,Veneto,Treviso,Montebelluna
Ma vostra nonna no ve ga fato ea poenta tute e settimane?,Veneto,Treviso,Motta di Livenza
Ma a vostra nanna un va fa a polenta tutti i simani?,Veneto,Treviso,Motta di Livenza
Ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Treviso,Oderzo
ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Oderzo
Ma vostra nonna non a faea a polenta tutte e settimane?,Veneto,Treviso,Oderzo
Ma vostra nona no a ve fa a poenta tute e settimane?,Veneto,Treviso,Oderzo
Ma vostra nona no a vea fa a poenta tute e setimane?,Veneto,Treviso,Ormelle
Ma vostra nona no i ve la fa la poenta tute le setimane?,Veneto,Treviso,Orsago
ma vostra nonna non vea fa a poenta tutte e settimane?,Veneto,Treviso,Paese
Ma vostra nona no ve fa a poenta tutte e setimane?,Veneto,Treviso,Paese
Ma vostra nonna no vea fa a poenta tutte e settimane?,Veneto,Treviso,Paese
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Paese
Ma to nona no te fa a poenta ogni 7 di?,Veneto,Treviso,Pederobba
Ma vostra nona non ve fé a poenta tute 'e semane?,Veneto,Treviso,Pederobba
Ma to nona no tea fa a poenta tute e semane?,Veneto,Treviso,Ponte di Piave
Ma vostra nona no ve fa a poenta tute e stemane?,Veneto,Treviso,Possagno
Ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Treviso,Povegliano
Ma vostra nona non ve fa ła poenta tute łe setimane?,Veneto,Treviso,Povegliano
Ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Treviso,Povegliano
Ma vostra nona no ła ve prepara ła połenta tute łe setimane?,Veneto,Treviso,Preganziol
ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Treviso,Quinto di Treviso
Ma vostra nona no Ve fa a poenta tute e setimane?,Veneto,Treviso,Resana
Ma vostra nona no ve fa mia a poenta ogni setimana?,Veneto,Treviso,Resana
ma vostra nona no ve fa a poenta tutte e settimane?,Veneto,Treviso,Riese Pio X
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Riese Pio X
ma to nona no ve a fa' a poenta tute e setimane,Veneto,Treviso,Riese Pio X
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Riese Pio X
Ma a vostra nona no a ve fa'a polenta tutte le settimane?,Veneto,Treviso,Roncade
ma vostra nonna no ve fa a poenta tutte e settimane?,Veneto,Treviso,Roncade
A vu nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Roncade
ma vostra nonna no ve fa a poenta tute e sete mane?,Veneto,Treviso,Roncade
Ma vostra nona no vea fea a poenta tute e setimane? ,Veneto,Treviso,San Biagio di Callalta
Ma vostra nona no vea fa a poenta tute e settimane?,Veneto,Treviso,San Biagio di Callalta
Ma vostra nona no ve a fa a poenta tute e setimane?,Veneto,Treviso,San Biagio di Callalta
"Ma vostra nona, no ve ghe a fa a poenta tute e setimane?",Veneto,Treviso,San Pietro di Feletto
Ma vostra nonna non la ve fa la poenta tutte e settimane?,Veneto,Treviso,San Polo di Piave
ma vostra nona no a ve parecia a poenta tute e setimane?,Veneto,Treviso,San Zenone degli Ezzelini
Ma vostra nona no a ve fa mia a poenta tut le setiman,Veneto,Treviso,San Zenone degli Ezzelini
Ma vostra nona no vea fa a poenta tute e setimane ,Veneto,Treviso,San Zenone degli Ezzelini
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Santa Lucia di Piave
Ma vostra nona no la ve fa la poenta tute le settimane?,Veneto,Treviso,Sarmede
Ma to nona non te fala la polenta ogni setimana?,Veneto,Treviso,Sarmede
Ma vostra nona ve fała a poenta tute e setimane?,Veneto,Treviso,Sarmede
Ma vostra nonna no ve parecia a poenta tute le settimane? ,Veneto,Treviso,Sernaglia della Battaglia
Ma vostra nona no ve fa a poenta tute e setimane? ,Veneto,Treviso,Silea
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Treviso,Susegana
ma vostra nona no ve a fa a puenta tutte e setimane?,Veneto,Treviso,Trevignano
Ma vostra nona non ve fae la poénta tutte le setimàne,Veneto,Treviso,Treviso
Ma vostra nona no ve fà a poenta tute e setimane?,Veneto,Treviso,Treviso
Ma vostra nona no ve a fa a polenta tute e settimane? ,Veneto,Treviso,Treviso
Vostra nona no ve fa a poenta tute le setimane,Veneto,Treviso,Treviso
Ma vostra nona no ve a fà a poenta tute e setimane ,Veneto,Treviso,Treviso
Ma vostra nona no ve a fa a poenta tute e settimane? ,Veneto,Treviso,Treviso
Vostra nona no ve faea a poenta tute e setimane?,Veneto,Treviso,Treviso
Ma vostra nona ve ghe fa a poenta tutte e settimane?,Veneto,Treviso,Treviso
Ma vostra nona no ve fa miga a poenta tutte e settimane?,Veneto,Treviso,Treviso
Ma vostra nona non ve a fà a poenta tute e settimane?,Veneto,Treviso,Treviso
Ma vostra nona no ve fa a puenta tute e setimane?,Veneto,Treviso,Treviso
To nona non te fa a poenta tutte e settimane? ,Veneto,Treviso,Treviso
Ma vostra nona no ve 'a fa a poenta tute e setimane?,Veneto,Treviso,Treviso
Non lo so,Veneto,Treviso,Treviso
Ma vostra nona ve faea a poenta tute e setimane? ,Veneto,Treviso,Treviso
Ma a vostra nonna non ve fa a poenta tutte e settimane,Veneto,Treviso,Treviso
Ma vostra nona no a ve fa poenta tutte e setimane?,Veneto,Treviso,Treviso
Ma to nona no a fa la poenta tute e setimane?,Veneto,Treviso,Treviso
Ma da vero vostra nona no ve fa a poenta tute e stimane,Veneto,Treviso,Treviso
ma vostra nona no ve a fa a poenta tutte e settemane?,Veneto,Treviso,Treviso
Ma vostra nona no ve fa a poenta tutte le setiman?,Veneto,Treviso,Treviso
Ma vostra nona no ve favea a polenta ogni setimana ,Veneto,Treviso,Treviso
Ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Treviso,Treviso
Ma a vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Treviso
Ma vostra nona non ve fa a poenta tute e setimane?,Veneto,Treviso,Treviso
ma to nona non ve fa a poenta tute e setimane?,Veneto,Treviso,Treviso
ma vostra nona no a ve fa a poenta tute e setimane,Veneto,Treviso,Treviso
ma vostra nona no vea fa a poenta tute e setimane?,Veneto,Treviso,Treviso
Ma vostra nona no ve fá a poenta tute e settimane?,Veneto,Treviso,Treviso
Ma vostra nona ne a ve fa a poenta ogni settimanna,Veneto,Treviso,Valdobbiadene
