CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,DE01_01,DE02,DE02_03,DE03,EM01,EM02,EM03,LA01,LA02_01,LA02_02,LA02_03,LA02_04,LA02_05,LA02_06,LA02_07,LA02_08,LA03,LA04,LA05,LA06,LA07_01,LA08_01,LG01,LG02,LG03,LG04,LG11,LG12,LG05,LG06,LG13,LG07,LG14,LG10,LG08_01,LG15_01,LO01,LO02,LO02s,LO03,LO04,LO05,LO09,LO06,LO07,LO07s,LO08,LO08_03,LO10,LO10s,LO11,LO11s,LU01,LU01_01,LU01_02,LU01_03,LU01_04,LU01_05,LU01_06,LU01_07,LU01_08,LU01_09,LU01_10,LU01_11,LU01_12,LU01_15,LU01_13,LU01_14,LU02,LU02_09,LU02_10,LU02_01,LU02_02,LU02_03,LU02_04,LU02_05,LU02_06,LU02_07,LU02_08,LU03,LU03_01,LU03_02,LU03_03,LU03_04,LU03_05,LU03_06,LU03_07,LU03_08,LU03_09,LU03_10,LU03_11,LU03_12,LU03_13,LU03_14,LU03_15,LU03_16,LU03_17,LU03_18,LU03_19,LU03_20,LU04,LU05,PL01,PL02,PL03,RW01,RW02,RW03,RW03_01,RW03_08,RW03_07,RW03_06,RW03_03,RW03_02,RW03_09,RW03_04,RW03_05,RW04,RW04_01,RW04_02,RW04_03,RW04_04,RW04_05,RW04_06,XT01_01,XT01_02,XT01_03,XT01_04,XT01_05,XT01_06,XT01_07,XT01_08,XT01_09,XT01_10,XT01_11,XT01_12,XT01_13,XT01_14,XT01_15,XT02,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
172,NA,NA,main-q,interview,2023-09-05T19:51:30Z,28,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Ricerca scientifica e sviluppo,[NA] Not answered,Indifferente,4,4,4,4,2,4,4,3,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,Così così,Lo parlo qualche volta,NA,Ma vossa nona av la fa mia la pulëita ogni astmàna?,Sì,2941,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,Alcune volte,Poco offensiva,Molto,Abbastanza,Sì,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,5,3,5,4,4,2,5,4,2,2,5,5,3,2,"Sì, voglio rispondere all'ulteriore quesito",58,7,49,5,NA,NA,NA,7,39,28,7,18,391,48,109,NA,NA,17,87,121,991,NA,2023-09-05T20:08:01Z,TRUE,FALSE,20,20,3,2,0.84
174,NA,NA,main-q,interview,2023-09-05T20:08:42Z,25,Uomo,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Medicina e chirurgia (LM-41),Indifferente,3,3,6,5,1,4,4,1,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,"Sì, ma molto poco",Lo parlo raramente,NA,Ma la to nona la fa mia la puleita Tut il setman?,Sì,3738,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,Alcune volte,Abbastanza offensiva,NA,NA,No,No,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,5,38,6,NA,NA,NA,5,11,21,3,27,118,33,61,NA,NA,46,830547,NA,541,NA,2023-09-05T20:16:27Z,FALSE,FALSE,18,19,3,1,1.09
175,NA,NA,main-q,interview,2023-09-05T20:09:09Z,55,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Sanità,NA,Positiva,4,4,5,5,3,5,4,2,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Non ho figli minorenni,Prevalentemente in italiano,NA,NA,"Sì, lo capisco bene",NA,Così così,Lo parlo raramente,NA,Ma vosa nonna av fa mia la puleinta tutt i sman?,Sì,3738,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,50/50,Poco offensiva,NA,NA,Sì,No,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,8,34,5,NA,NA,NA,7,28,19,17,18,127,35,59,NA,NA,22,NA,NA,446,NA,2023-09-05T20:16:35Z,FALSE,FALSE,18,18,2,1,0.93
176,NA,NA,main-q,interview,2023-09-05T20:17:39Z,55,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Sanità,NA,Positiva,4,4,5,5,3,5,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Non ho figli minorenni,Prevalentemente in italiano,NA,NA,"Sì, lo capisco bene",NA,Così così,Lo parlo qualche volta,NA,Ma vosa nona av fa mia la puleinta tutt i sman?,Sì,3738,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,50/50,Poco offensiva,Abbastanza,Abbastanza,Sì,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,3,5,3,5,1,5,3,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",9,8,11,3,NA,NA,NA,4,8,13,13,11,85,18,40,NA,NA,10,83,136,452,NA,2023-09-05T20:25:11Z,TRUE,FALSE,20,20,2,1,1.68
180,NA,NA,main-q,interview,2023-09-05T21:28:38Z,32,Donna,NA,Laurea triennale,Lavoratrice/Lavoratore,Altre attività di servizi,NA,Positiva,3,4,5,4,4,5,4,3,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,Così così,Così così,"Sì, ma molto poco","Sì, ma molto poco",Lo parlo raramente,Inglese,Mo vostra nona an fa mia la polenta tot le semane? ,Sì,1958,NA,Per più di 10 anni,Sì,Sì,NA,No,1958,NA,NA,NA,NA,NA,NA,NA,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Spesso,Neutra,NA,NA,No,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,102,12,10,NA,19,6,146,20,7,56,700,27,95,NA,NA,13,NA,NA,1216,NA,2023-09-05T21:49:05Z,FALSE,FALSE,18,18,0,0,0.85
181,NA,NA,main-q,interview,2023-09-05T21:32:13Z,27,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Altre attività di servizi,NA,Indifferente,4,4,5,4,3,4,4,4,Indifferente,Indifferente,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco bene",NA,Così così,Non lo parlo mai,NA,To nona al fa mia la polenta tot al semani?,Sì,3254,NA,Per 5-10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mai,Mai,Neutra,Abbastanza,Abbastanza,No,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,1,5,1,5,1,4,2,1,1,5,4,2,1,"Sì, voglio rispondere all'ulteriore quesito",20,7,29,5,NA,NA,NA,5,70,24,6,15,73,26,51,NA,NA,14,73,123,541,NA,2023-09-05T21:41:14Z,TRUE,FALSE,20,20,2,1,1.15
183,NA,NA,main-q,interview,2023-09-05T23:16:42Z,28,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,"Editoria, audiovisivi e attività radiotelevisive",NA,Indifferente,4,4,5,5,4,6,4,6,Sì,Indifferente,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco bene",NA,"No, per niente",NA,NA,Solo inglese ,NA,Sì,2412,NA,Per meno di 1 anno,Sì,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spesso,Poco offensiva,Abbastanza,Abbastanza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",2,7,23,5,4,NA,NA,8,36,21,10,31,NA,NA,50,NA,NA,13,60,NA,270,NA,2023-09-05T23:21:12Z,TRUE,FALSE,19,19,0,0,1.21
185,NA,NA,main-q,interview,2023-09-06T06:04:05Z,27,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,"Altre attività professionali, scientifiche e tecniche",NA,Indifferente,5,4,6,6,4,6,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,Così così,NA,"No, per niente",NA,"Inglese, russo ",NA,Sì,1834,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcune volte,Poco offensiva,Abbastanza,Molto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,2,5,1,5,2,2,1,5,5,2,1,"Sì, voglio rispondere all'ulteriore quesito",38,9,31,5,NA,NA,NA,5,44,12,4,21,NA,NA,40,NA,NA,11,47,48,315,NA,2023-09-06T06:09:20Z,TRUE,FALSE,20,20,0,0,1.34
187,NA,NA,main-q,interview,2023-09-06T07:06:25Z,33,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Fabbricazione e attività manifatturiere,NA,Positiva,5,4,7,7,3,5,4,4,Sì,No,NA,NA,"Rimane una lingua che dev'essere tramandata alle generazioni future nel parlato, insegnarla come ulteriore lingua (dopo tedesco, francese ed inglese già insegnati a partire dalle scuole elementari) mi sembra eccessivo",NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,"Sì, lo capisco bene","Sì, lo capisco bene",Così così,Così così,Lo parlo qualche volta,NA,La vosa nona la va fa mìa la polénta tuc i sétimàn? ,Sì,2166,NA,Per più di 10 anni,Sì,Sì,NA,No,1618,NA,NA,NA,NA,NA,NA,NA,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,Alcune volte,Neutra,NA,NA,No,No,4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,20,6,4,NA,6,5,41,24,4,28,177,54,50,NA,97,11,NA,NA,542,NA,2023-09-06T07:15:27Z,FALSE,FALSE,18,18,2,1,1.17
188,NA,NA,main-q,interview,2023-09-06T08:33:54Z,49,Donna,NA,Dottorato di ricerca,Lavoratrice/Lavoratore,Servizi IT e altri servizi informativi,NA,Indifferente,2,4,3,3,4,5,3,2,Sì,No,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Prevalentemente in italiano,NA,"Sì, lo capisco bene","Sì, lo capisco molto bene","No, per niente","Sì, lo parlo bene",NA,"tedesco, inglese",NA,Sì,4142,NA,Per più di 10 anni,Sì,Sì,NA,No,2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcune volte,Neutra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,23,4,5,NA,14,5,7,12,9,28,NA,NA,44,NA,4,11,NA,NA,176,NA,2023-09-06T08:36:50Z,FALSE,FALSE,18,18,3,2,1.59
191,NA,NA,main-q,interview,2023-09-06T08:37:50Z,NA,NA,NA,NA,Lavoratrice/Lavoratore,"Agricoltura, silvicoltura e pesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,Così così,Così così,Così così,Così così,Lo parlo qualche volta,NA,NA,Sì,4370,NA,Per 1-5 anni,Sì,Sì,NA,No,-9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,50/50,NA,NA,NA,No,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8,40,8,9,NA,19,8,15,40,11,42,284,44,NA,NA,NA,NA,NA,NA,538,NA,2023-09-06T08:46:59Z,FALSE,FALSE,2,14,10,9,0.77
193,NA,NA,main-q,interview,2023-09-06T11:04:49Z,30,Donna,NA,Laurea triennale,Lavoratrice/Lavoratore,"Attività artistiche, di intrattenimento e divertimento",NA,Indifferente,5,4,5,5,2,5,4,5,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,Così così,NA,"Sì, ma molto poco",Lo parlo raramente,NA,Non lo so,Sì,2430,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Poco offensiva,NA,NA,No,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,19,38,6,NA,NA,NA,12,73,68,8,39,165,57,143,NA,NA,37,NA,NA,672,NA,2023-09-06T11:16:01Z,FALSE,FALSE,18,18,3,1,0.74
196,NA,NA,main-q,interview,2023-09-06T21:19:06Z,30,Uomo,NA,Laurea triennale,Lavoratrice/Lavoratore,Servizi IT e altri servizi informativi,NA,Positiva,4,4,7,4,4,6,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo sempre,NA,Ma vostra nona no ve fala pí la polenta tute le stimane?,Sì,2680,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Alcune volte,Spesso,Per nulla offensiva,Abbastanza,Abbastanza,Sì,Sì,5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,4,2,5,5,4,1,5,3,1,1,5,3,5,2,"Sì, voglio rispondere all'ulteriore quesito",5,6,22,16,NA,NA,NA,3,25,18,5,14,109,35,39,NA,NA,12,63,84,456,NA,2023-09-06T21:26:42Z,TRUE,FALSE,20,20,2,1,1.43
200,NA,NA,main-q,interview,2023-09-07T07:42:09Z,42,Uomo,NA,Dottorato di ricerca,Lavoratrice/Lavoratore,Istruzione,NA,Negativa,4,4,6,4,2,6,4,4,Sì,No,NA,NA,Il dialetto è una lingua viva che muta in continuazione. Non ha senso tenerla legata ad un passato che poco ha a che fare col mondo attuale.,NA,Prevalentemente in italiano,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Né in italiano né in dialetto,Non ho figli maggiorenni,NA,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo bene",Lo parlo spesso,"Spagnolo, Inglese",To nona no la te fa la polenta ogni settimana?,Sì,1165,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Spesso,Abbastanza offensiva,Abbastanza,Abbastanza,No,No,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,1,4,2,5,1,5,2,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",52,6,28,6,NA,NA,NA,4,8,59,20,20,74,29,55,NA,41,9,31,170,612,NA,2023-09-07T07:52:21Z,TRUE,FALSE,20,20,0,0,1.27
208,NA,NA,main-q,interview,2023-09-07T18:46:52Z,NA,NA,NA,NA,Studentessa/Studente,NA,Beni culturali (L-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo bene",NA,"inglese, spagnolo, francese, russo ",NA,Sì,439,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50/50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,21,4,NA,NA,NA,3,3,16,6,36,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,2023-09-07T18:48:39Z,FALSE,FALSE,12,12,0,0,1.51
209,NA,NA,main-q,interview,2023-09-07T18:47:21Z,NA,NA,NA,NA,Studentessa/Studente,NA,[NA] Not answered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco bene",NA,"No, per niente",NA,"Veneziano, inglese",NA,Sì,2574,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcune volte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7,28,8,NA,NA,NA,6,6,32,7,36,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,2023-09-07T18:49:56Z,FALSE,FALSE,12,12,7,5,1.1
210,NA,NA,main-q,interview,2023-09-07T18:48:06Z,20,Uomo,NA,Diploma di maturità/certificato professionale,Disoccupata/Disoccupato,Altre attività di servizi,NA,Indifferente,4,3,5,4,3,5,3,3,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in dialetto,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo bene",Lo parlo spesso,NA,Ma vosta nona non ve fa la poenta dute le matine?,Sì,611,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,50/50,Spesso,Per nulla offensiva,Abbastanza,Per nulla,Sì,No,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",5,7,28,9,NA,NA,NA,6,55,24,7,25,164,2328,138,NA,NA,23,90,NA,617,NA,2023-09-07T19:36:35Z,TRUE,FALSE,19,19,2,1,0.94
